,biz,grade,inspections_in_2012,inspections_in_2013,phone_num,violations_in_2012,violations_in_2013,violations_per_inspection
22667,NEW KING CHINESE FOOD,C,5,1,7184992888,24,3,3
22669,MI PEQUENA CHOLULA DELI RESTAURANTE,P,3,4,7184974982,15,13,3
22670,NEW YORK BEER COMPANY,A,2,1,2122452337,4,1,1
22671,LUIGI'S RESTAURANT,B,3,0,7183477136,8,0,0
22672,Akaru Sushi,A,0,1,7189287688,0,3,3
22673,WHITE CASTLE,A,1,1,7186416870,1,1,1
22675,HYLAN PLAZA 5-Theatre next to BabiesRus in mall,A,1,1,7183510805,3,2,2
22676,CROWN FRIED CHICKEN,C,5,5,3477870663,16,17,3
22677,WILLIAM HALLET,B,3,3,7182693443,5,7,2
22678,NEW METRO COFFEE & RESTAURANT,P,4,4,7187299595,13,7,1
22680,P.J. BRADY'S TAVERN,A,2,7,7189313250,2,15,2
22681,RENASER RESTAURANT,A,2,1,7186723606,4,4,4
22682,YOGURTLAND,A,0,1,2129675400,0,4,4
22683,YOLIE'S BAR & RESTAURANT,B,4,1,3472535410,21,3,3
22684,"ORGANIC FOOD, NATURAL JUICES AND COFFEE SHOP",P,0,0,3477919681,0,0,0
22685,CASA BELLA,B,3,3,2124314080,13,7,2
22686,DUANE PARK,A,0,1,2127325555,0,2,2
22687,SCOPELLO,B,2,4,7188521100,6,9,2
22688,HORUS CAFE,B,2,2,2122284774,5,5,2
22689,AVENUE DINER,P,1,5,7184410582,2,21,4
22690,CAFE BUUNNI,B,2,0,2125688700,3,0,0
22691,MYTHOS RESTAURANT,B,5,5,7183576596,7,11,2
22692,MEI SIN DELI & GROCERY,A,1,1,6462506569,2,1,1
22693,STARBUCKS COFFEE,B,1,1,7183382489,1,1,1
22694,BOSTON MARKET,C,4,5,7182241747,10,11,2
22695,WO KAI RESTAURANT,B,4,4,7189921842,10,12,3
22696,ACAPPELLA RESTAURANT,C,2,5,2122400163,6,17,3
22697,1 STOP PATTY SHOP,B,1,4,2124917485,2,9,2
22698,16 HANDLES,A,2,1,2126272808,3,2,2
22699,MARUZZELLA,C,1,1,2129888877,2,3,3
22700,DOUBLE DRAGON CHINESE RESTAURANT,A,0,2,7184348211,0,6,3
22701,LILI'S 57,C,1,4,2125865333,2,14,3
22703,NEW NO. 1 RESTAURANT,P,0,4,7187744639,0,11,2
22704,NEW RED STAR,B,1,3,7183783006,4,8,2
22705,MANITOBA'S,B,2,3,2129822511,6,8,2
22706,KING FALAFEL,C,2,2,7187454188,9,4,2
22707,MCDONALD'S,A,1,2,7184448654,3,3,1
22708,CREPES DU NORD,A,0,4,2125148411,0,8,2
22709,LEDERHOSEN RESTAURANT,B,1,1,2122067691,2,3,3
22710,LE COLONIAL,C,2,1,2127520808,7,3,3
22711,KIOSKU,A,0,1,2122283030,0,1,1
22712,PIACERE,A,0,2,2122194080,0,5,2
22713,KAMBOAT BAKERY & CAFE,C,0,2,2122741822,0,4,2
22714,SUBWAY,A,5,0,2125646454,13,0,0
22715,DOMINO'S PIZZA,A,1,2,2125678600,4,7,3
22716,STAR LITE DELI,C,4,4,2128401859,16,20,5
22717,BROADWAY JOE'S PIZZA,C,2,4,7187960376,7,12,3
22718,NANOS RESTAURANT,A,1,4,7184585612,4,14,3
22719,PRIME & BEYOND NY,A,3,2,2125050033,7,6,3
22720,MR. CHOW TRIBECCA,B,4,1,2129659500,16,2,2
22721,LAS ORQUIDIAS CANDY AND FOOD,C,4,2,3472703400,17,7,3
22722,CROWN VICTORIA BAR,A,1,2,7183870003,3,3,1
22723,NEW DAWN RESTAURANT,C,3,2,7187865673,9,10,5
22724,ESPERANTO,C,2,4,2125056559,5,23,5
22725,HO WAN RESTAURANT,A,3,1,7188433288,16,3,3
22726,GREEN KITCHEN DINER,C,3,4,2129884163,11,10,2
22727,CHILI'S GRILL & BAR,B,0,4,7183664272,0,16,4
22728,JIA XIANG RESTAURANT,A,1,2,7184918888,3,3,1
22729,INDEPENDENCE CAFE,B,1,7,7188052505,4,23,3
22731,FIVE GUYS BURGERS AND FRIES,B,1,1,2129971270,2,2,2
22732,Gasoline Alley Coffee,A,0,1,2129330113,0,1,1
22733,THE 5 AND DIAMOND,C,6,6,9178604444,26,23,3
22734,Dunkin Donuts,B,3,4,7182945787,13,12,3
22735,CUMBRE RESTAURANTE,C,2,4,7184762200,10,23,5
22736,THIRD AVENUE ALE HOUSE,B,0,4,6465599131,0,17,4
22737,YOLA'S CAFE,A,1,1,7184860757,2,2,2
22738,CAPTAIN'S PIZZERIA AND RESTAURANT,P,5,1,7188245036,15,1,1
22739,BAGEL BOSS,C,5,3,2123889292,17,12,4
22740,SKINNY'S CANTINA,B,4,4,7188061068,10,10,2
22741,EL PASO DEL VAQUERO TAQUERIA & BAR,A,0,3,7185473030,0,7,2
22742,DUNKIN DONUTS/BASKIN ROBBINS,A,1,1,7185269690,1,2,2
22743,GONG THAI RESTAURANT,P,1,1,2123605874,2,2,2
22744,NEW GOLDEN CHOPSTICK CHINESE RESTAURANT,B,3,1,7184414838,7,3,3
22745,DINASTIA CHINA,C,7,2,2123623801,25,13,6
22746,STROKOS,C,0,4,2129271171,0,13,3
22747,TOWNE CAFE,C,6,1,7186469827,20,3,3
22748,SEAMORHEN II,C,7,6,7187239181,30,22,3
22749,NEW YORK UNIVERSITY - KIMMEL STUDENT CENTER CAFETERIA,A,1,1,2129984577,4,1,1
22750,MCSORLEY'S OLD ALE HOUSE,B,2,3,2122542570,5,14,4
22751,GOOD TASTE RESTAURANT,B,0,2,2129965311,0,5,2
22752,REGGAE FOOD RESTAURANT & LOUNGE,A,2,2,7184132783,5,7,3
22753,VERONICA'S BAKERY,A,3,1,7184080370,9,3,3
22754,NEW GARDEN LEAF CHINESE FOOD,C,2,3,7188862828,12,7,2
22755,HAAGEN-DAZS,C,3,5,7183774446,9,11,2
22756,JACK'S PIZZA & PASTA,C,2,1,7184235484,7,2,2
22757,AGNANTI RESTAURANT,C,1,3,7185454554,2,9,3
22758,DUBLIN 6,B,2,3,6466382900,6,7,2
22759,SUZU SUSHI,P,3,2,2123100156,7,7,3
22760,CROSBY PIZZA STOP,A,1,1,7188238980,2,3,3
22761,BAR SIX,B,2,1,2126911363,6,2,2
22762,TROPICAL SENSATION,B,4,1,2122220098,9,2,2
22763,NOT JUST PIZZA,A,4,1,7187838015,12,2,2
22764,DOMINO'S PIZZA,B,5,2,7183268686,9,6,3
22765,SKAZKA,P,5,1,7186765335,25,2,2
22766,SHEN ZHOU RESTAURANT,A,0,1,7188211172,0,1,1
22767,REACH HOUSE,C,0,3,2126258099,0,6,2
22768,CHIPOTLE MEXICAN GRILL,A,0,0,6462139666,0,0,0
22769,DUNKIN DONUTS,A,1,3,7182678020,1,6,2
22770,EL PARAISO,C,3,4,3478202228,8,25,6
22771,BARCADE,A,5,3,7183026464,13,4,1
22772,NASSAU BAR,A,4,1,2129620011,12,3,3
22773,SODESH RESTAURANT.,C,4,6,7182315370,9,17,2
22774,SUSHI SEN-NIN,B,2,4,2128892208,6,9,2
22775,OUTPOST,C,1,4,7186361260,1,10,2
22776,EL-RAWSHEH CAFE & RESTAURANT,C,6,2,7182676222,18,5,2
22777,MUNCHIES CAFE,A,2,0,7183331088,3,0,0
22778,MELLIES RESTAURANT,C,5,4,7188862988,26,23,5
22779,SABURI JUN RESTAURANT,C,6,3,2124817766,21,8,2
22780,ARIRANG HIBACHI STEAK HOUSE,B,3,3,7189669600,9,9,3
22781,FUEL BAR,A,1,2,7187514756,1,2,1
22782,ROYAL FRIED CHICKEN,A,0,2,7182760926,0,7,3
22783,WO HOP CITY,C,4,5,2125663841,18,20,4
22784,OFF THE HOOKAH,A,4,5,5163555505,20,8,1
22785,XVI @ HILTON GARDEN & J BIRD LOUNGE,C,3,2,2129561300,15,8,4
22787,KUM FUNG KITCHEN,P,3,1,7187278888,7,2,2
22788,LECHONERA Y EL POLLO SABROSO RESTAURANT,A,0,3,9174737700,0,10,3
22789,STARBUCKS COFFEE,P,1,1,2129320300,2,2,2
22790,MAHAICA HOT SPOT & RESTAURANT,A,2,2,7183227288,6,6,3
22791,HONG KONG CHINESE FOOD TO TAKE OUT,C,4,5,2129265689,15,18,3
22792,CARMINE'S PIZZA,C,4,4,7187829659,14,13,3
22793,LEE XING RESTAURANT,C,5,4,7188297945,18,11,2
22794,HIBINO,C,4,3,7182608052,15,15,5
22795,CARVEL ICE CREAM,P,1,3,7189348200,3,8,2
22796,ALLSWELL,C,3,4,3477992743,8,14,3
22797,FENG'S GARDEN,P,5,4,7182685536,18,9,2
22798,OAKWOOD'S HERSHEY,A,3,1,7183513655,8,2,2
22799,TROPICAL JERK,C,7,3,7187366500,13,5,1
22800,BARBONCINO,B,2,3,7184838834,9,9,3
22801,OFF THE WALL,A,2,3,9174630450,4,10,3
22802,WESTERN BAKERY,B,5,1,7185253201,15,4,4
22803,OSAKA JAPANESE FUSION,B,0,2,7182178283,0,9,4
22804,HOTELVETIVER,P,1,3,7184409933,2,11,3
22805,AGUA ROJA BAR & LOUNGE,A,2,3,6467720271,3,8,2
22806,LUCKY'S FAMOUS BURGERS,B,4,4,2122424900,11,13,3
22807,SIN CITY,B,3,3,7184011700,5,8,2
22808,BON CHON CHICKEN,B,3,2,6466827747,8,5,2
22809,RAYUELA,C,5,5,2122538840,21,11,2
22810,AMOR CUBANO,P,4,2,2129961220,12,7,3
22811,SARKU JAPAN,P,1,2,7186983023,3,8,4
22812,SAL & PAUL'S PIZZERIA,A,4,1,7189220550,12,2,2
22813,YONAH SHIMMELS KNISHES,B,3,1,2124772858,7,2,2
22814,TAI WAN PORK CHOP HOUSE INC,P,0,0,2127917007,0,0,0
22815,HOP LEE KITCHEN,B,4,1,7183894756,13,4,4
22816,THE OWL FARM,B,1,2,7184994988,2,9,4
22817,SAN MARTIN,P,2,1,2128320888,8,2,2
22818,CHINA STAR QUEENS CHINESE RESTAURANT,A,0,2,7188357787,0,5,2
22819,MCHALE'S BAR & GRILL,A,4,3,2129575138,10,8,2
22820,PSC CAFETERIA,B,4,1,7183835290,13,1,1
22821,ROLL N GO PIZZA & WOK TO WALK,P,1,1,2123984646,1,5,5
22822,D & D COFFEE SHOP,A,2,1,7184388365,4,2,2
22823,SAMBUCA RESTAURANT,B,3,2,2127875656,13,7,3
22824,EL MOGOTE BAR AND RESTAURANT,B,3,2,7185051227,11,5,2
22825,EMILIO III BAR,C,2,3,9176340800,9,11,3
22826,CAFE CLASSICO,B,4,1,2123555411,18,2,2
22827,YUMMY TACO,A,1,1,7188180928,2,1,1
22828,COFFEE CENTO,A,0,3,6463681667,0,5,1
22829,PIO-PIO,P,1,3,7184264900,2,17,5
22830,THE LITE CHOICE,A,0,3,7187939707,0,9,3
22831,TROOST,B,1,4,3478896761,1,19,4
22832,LUNCH BOX BUFFET,P,3,3,2129411273,15,9,3
22833,STAND 321,A,1,1,9172843260,1,3,3
22834,Q'S KRAFTBIER,A,0,1,7187915194,0,2,2
22835,CHAITTY COFFEE SHOP,A,0,1,3475462142,0,6,6
22836,FAY DA BAKERY,B,1,1,2127913884,2,2,2
22838,KENNEDY FRIED CHICKEN,A,1,1,7189419324,1,3,3
22839,SOCARRAT EAST,A,0,3,2127590101,0,8,2
22840,ALL AMERICA PIZZA,C,4,4,7182325621,18,11,2
22841,SHERATON NEW YORK HOTEL & TOWERS,A,1,3,2128416507,3,9,3
22842,MODERN GOURMET,C,6,5,2126770047,23,16,3
22843,BEST CHINESE RESTAURANT,A,3,1,7183792438,13,1,1
22844,OSAKA SUSHI,A,3,1,7187585888,10,2,2
22845,MI CASITA GRILL RESTAURANT,B,3,2,7182353370,7,11,5
22846,MANGO SEED RESTAURANT,A,1,1,3475291080,4,4,4
22847,PICCOLI TRATTORIA,A,1,4,7187880066,3,11,2
22848,GYRO UNO,C,3,5,7182744870,11,10,2
22849,WENDY'S,P,6,1,2129280321,15,2,2
22851,CAFE RIAZOR,B,2,2,2127272132,10,8,4
22852,FIVE GUYS BURGERS & FRIES,A,3,1,2125649804,5,2,2
22853,KAIETEUR RESTAURANT,P,4,2,7188500787,11,6,3
22854,M NOODLE SHOP,C,4,4,7183848008,12,30,7
22855,XIN RONG,A,1,3,7189912890,2,8,2
22857,LOWER SUITES STOLI BAR SOUTH CLUB LOUNGE,A,1,1,9176186310,1,1,1
22858,BACARO,C,1,2,2129415060,1,6,3
22859,BUDDHA B BEEQ,B,2,4,2123487041,6,14,3
22860,ERIC'S GOLDEN WOK CHINESE RESTAURANT,B,2,3,2126200712,6,6,2
22861,DUNKIN' DONUTS,B,1,3,7189801257,2,5,1
22862,RAY'S PIZZA,A,1,2,2129749381,3,3,1
22863,BLIMPIE,B,1,4,2129322730,1,14,3
22864,MD KITCHEN,C,0,4,9177899556,0,13,3
22865,ESPARKS COFFEE,A,2,4,7183667973,6,10,2
22866,MYRTLE AVE COFFEE SHOP,C,3,4,7184978462,9,14,3
22867,BACK FORTY WEST,C,5,3,2122198570,12,8,2
22868,STARBUCKS COFFEE,A,1,1,2123690313,1,2,2
22869,DUNKIN DONUTS,A,1,1,5166950435,5,2,2
22870,FILIPPO'S RISTORANTE,B,4,4,7186689091,13,16,4
22871,DUKE OF MONTROSE,A,0,2,3477630010,0,5,2
22872,KAYLAH'S HUT,A,1,1,7188422300,1,3,3
22873,HARLEY'S SMOKE SHACK,A,1,1,2128286723,3,2,2
22874,VENTURO OSTERIA &WINE BAR,A,0,2,7184089363,0,3,1
22875,CAFE PRAGUE,P,3,2,2129292602,9,2,1
22876,J & D ASIAN KITCHEN,P,5,2,7185746525,23,9,4
22877,TACOS Y QUESADILLAS MEXICO,A,2,1,7182714260,7,3,3
22878,EUROPAN CAFE,C,3,4,7186561500,15,14,3
22880,Jimbo's Hamburger,C,1,1,7185637187,2,5,5
22881,SIZZLE SHAWARMA & FALAFEL BAR,A,1,3,7184874696,3,12,4
22882,CUCHIFRITO,B,0,4,2128764846,0,12,3
22883,FEEDING TREE STYLE WEST INDIAN RESTAURANT,P,1,4,7182935025,2,11,2
22884,PRET A MANGER,A,1,3,2123076100,2,5,1
22885,JOLLIBEE,A,3,2,7184264445,9,7,3
22886,B66 CLUB,A,1,1,7183310074,3,1,1
22887,MIDTOWN 1015,B,1,2,2122073777,3,5,2
22888,COLONY LOUNGE SERVICE BAR,A,0,1,6465881074,0,1,1
22890,PLAYWRIGHT CELTIC PUB,P,4,2,2122629263,9,9,4
22891,TOBY'S ESTATE COFFEE,A,0,2,6465590161,0,6,3
22892,BROTHER'S PIZZA PARLOR,A,1,1,7184843900,3,2,2
22893,TRATTORIA ALBA,B,4,2,2126893200,9,5,2
22894,LA GROTTA RISTORANTE,B,2,3,7182248899,11,6,2
22895,TRAKTIR O,C,3,2,7182324336,10,14,7
22896,MORTON'S THE STEAKHOUSE,A,0,2,2126080171,0,4,2
22897,ALISON 18,B,4,3,2123661818,12,7,2
22899,MAXIN CAFE,B,4,4,7188869200,14,13,3
22900,EL POTRERO SPORT BAR,A,0,1,6465228877,0,5,5
22901,JIMMY'S ON 7TH STREET,P,2,4,2129823006,7,18,4
22902,LENOX COFFEE,A,3,2,6468337839,7,8,4
22903,LAS PALOMAS MEXICA RESTAURANT,P,1,4,7182208585,2,20,5
22904,CITY ISLAND DINER /SNUG BAR,B,3,3,7188859559,8,8,2
22905,SONS OF ESSEX,A,4,4,2126747100,15,18,4
22906,EIGHTEEN RESTAURANT DELICATESSEN  AND  GRILE,P,2,3,2125172400,11,18,6
22908,THE ROOM,A,1,1,2124772102,1,3,3
22909,SUBWAY,A,5,3,2127771154,14,9,3
22910,ZARO'S BREAD BASKET,A,4,1,2122920163,10,1,1
22911,BALKANIKA,P,2,4,2129740300,6,14,3
22912,SUNRISE MART,B,4,4,6463809280,13,21,5
22913,HALE & HEARTY SOUPS,A,1,0,2126832222,4,0,0
22914,THE PULLMAN KITCHEN,A,0,2,2128887404,0,7,3
22915,F & F 99 CENTS PIZZA,A,1,1,2122535399,1,2,2
22916,NOI DUE,A,4,0,2127122222,8,0,0
22917,UNCLE LOUIE G ITALIAN ICES,A,1,1,7183545777,1,1,1
22919,ROCKMEISHA,A,3,3,2126757775,10,11,3
22920,CHINESE MUSICIAN RESTAURANT,C,0,3,7183835340,0,13,4
22921,KINGS COUNTY CAFETERIA,A,1,2,7182453527,1,4,2
22922,TOM'S RESTAURANT,A,1,1,7189424200,1,3,3
22923,GAEL PUB,B,3,4,2125174141,10,10,2
22924,TOMMY LASAGNA,B,3,3,2122283494,9,10,3
22925,Jimbo's Hamburger Palace,A,1,5,3475900750,4,8,1
22926,NONNA'S OLD FASHIONED PIZZERIA / NONNA'S BAGELS,C,5,4,7182278844,29,13,3
22927,LA GATA GOLOSA COLUMBIAN FOOD,C,0,5,7188061493,0,18,3
22928,CHECKER'S,A,0,0,3473885055,0,0,0
22929,NOUS LES AMIS RESTAURANT & BAKERY,P,3,6,3476279425,11,16,2
22930,TEJADA RESTAURANT,B,3,2,6462387260,9,2,1
22931,99 FAMOUS PIZZA,A,0,3,2127777122,0,8,2
22932,THE BEAN,C,2,4,2125107714,5,18,4
22933,CHEF ANIA'S GOURMET CUISINE,A,3,2,7187687656,7,4,2
22934,KUNG FU TEA,B,2,4,7183958297,4,13,3
22935,JOEY'S PEPPERONI PIZZA,P,1,3,2122135558,1,10,3
22936,LUIGI'S PIZZA,B,1,3,3475909079,1,7,2
22937,NEGRIL,B,3,4,2124772804,15,16,4
22938,TAJ MAHAL INDIAN RESTAURANT,B,4,3,7188361512,8,9,3
22939,NO. 1 TASTY,B,1,2,7188051091,1,4,2
22940,TAYTA RESTAURANT,B,4,3,3477386316,13,8,2
22941,LA FLACA,B,2,1,6466929259,3,1,1
22942,FORTUNE COOKIE,B,0,2,7184473970,0,10,5
22943,DELLAROCCA'S OF BROOKLYN,A,1,3,7188581010,5,10,3
22944,KING WOK,B,0,4,7182823688,0,16,4
22945,CARMINE'S ORIGINAL PIZZA,P,1,6,7183830417,2,27,4
22946,Bonjour Crepes & Wine,A,0,0,2125344300,0,0,0
22947,CREATIVE CONCEPTS NYC,A,0,1,7186260206,0,1,1
22948,THE GROCERY,B,1,2,7185963335,2,9,4
22949,TEX-MEX FRESCO,A,1,1,7188561617,3,2,2
22950,YANKEE'S SK PIZZA,A,1,1,2128288800,2,3,3
22951,FORDHAM UNIVERSITY/MCGINLEY CENTER/RAMSKELLER KITCHEN,A,1,1,7188170911,2,3,3
22952,WIDDI HALL,A,1,2,7184398621,3,8,4
22953,44TH STREET PIZZA,B,2,4,2125994438,5,9,2
22954,NINO'S POSITANO,B,1,2,2123555540,2,6,3
22955,Dunkin Donuts/Baskin Robbins,A,1,1,2128679578,3,2,2
22956,CAFE ESPANOL,P,4,4,2126753312,14,19,4
22957,SUBWAY,B,3,2,7189162238,4,2,1
22958,BURGOS RESTAURANT,B,2,3,2125693939,14,11,3
22959,CIAO BELLA GELATERIA,B,2,4,2128675311,5,12,3
22960,SCORPIO BAR,B,2,1,7184248084,2,4,4
22961,MARIO'S RESTAURANT,C,3,3,7185841188,12,7,2
22962,SEMBRADO,B,0,3,2127294206,0,12,4
22963,EMBERS,C,4,4,7187453700,15,18,4
22964,TOASTIES,C,3,4,2123984900,12,20,5
22965,TOKYO HOUSE JAPANESE RESTAURANT,B,2,2,7186016877,8,10,5
22966,WENDY'S,C,3,5,7185537842,9,11,2
22967,EAST NEW SING BO,B,0,2,7184426622,0,10,5
22968,JADE FOUNTAIN,C,4,1,7189399880,16,3,3
22969,SMILER'S,C,1,4,2127040850,3,21,5
22970,4TH DOWN,B,2,4,9177446522,5,14,3
22971,SHILA BAR & WINE,A,1,3,3472702701,1,5,1
22972,RAMONITA'S RESTAURANT,B,1,4,7182781860,4,12,3
22973,PONGSRI THAI RESTAURANT,P,3,3,2126458808,10,12,4
22974,HAAGEN-DAZS,B,1,2,7185441243,4,5,2
22975,EL BEIT,P,3,2,7183021810,12,10,5
22976,LA TORTILLERIA MEXICANA LOS TRES HERMANOS,C,4,2,7184563422,20,7,3
22977,SABI SUSHI,A,0,0,6467553230,0,0,0
22978,BOBBY VAN'S STEAKHOUSE,C,1,3,2122078050,3,14,4
22979,BREAD,C,5,3,2123341015,20,9,3
22980,ALBELLA RISTORANTE & BAR,P,4,5,2122675900,17,14,2
22981,THREE BOYS FROM ITALY,C,5,4,7188822009,13,11,2
22984,D'ALESSANDRO'S CORNER GRILL,A,3,1,7182247455,8,4,4
22986,NAYELI RESTAURANT,C,2,3,3479189774,8,15,5
22987,CHOUX FACTORY,B,4,5,2122230730,13,14,2
22988,M & F PIZZERIA,A,0,1,7187681800,0,3,3
22989,PARAISO AZTECA RESTAURANT & BAR,A,1,1,9175156471,2,2,2
22990,WILLIAMS BURGER BURGER CORP,A,0,1,7187866969,0,1,1
22991,ISTANBUL PARK,A,0,1,7188323400,0,2,2
22992,UNO CHICAGO GRILL,A,3,2,2124725656,11,5,2
22994,TENDO SUSHI,B,3,4,7183810809,10,18,4
22995,FOUNTAIN OF YOUTH HEALTH SPA JUICE BAR & DINNER,B,1,4,6469191113,2,12,3
22996,STARBUCKS COFFEE,A,1,1,2123704161,2,3,3
22998,CORNER 28 RESTAURANT & CATERERS,P,6,4,7188866628,25,15,3
22999,HAMILTON DELI,B,3,2,2127498924,10,6,3
23000,AMIGOS Mexican Bar & Restaurant,B,3,2,2128641143,10,3,1
23003,DELI MANJOO BAKERY,A,3,1,3478278554,6,1,1
23004,NOSTRAND EXPRESS,C,3,4,7184213300,11,10,2
23005,RUTH M LIEDYS SHORE INN,B,1,2,7184479240,2,6,3
23006,MANGU PATIO,A,1,1,7183219982,1,2,2
23007,2 BROS PIZZA,B,4,4,6468610097,10,9,2
23008,SUBWAY,A,5,0,7184844070,12,0,0
23009,"CADWALADER, WICKERSHAM & TAFT",B,4,1,2129933800,10,2,2
23010,BOSTON MARKET,B,5,3,7183865858,13,11,3
23011,CUBA,B,4,1,2124207878,10,2,2
23012,BURGER KING,A,1,1,7188270648,1,3,3
23013,ACCRA RESTAURANT,P,3,2,7185848500,12,12,6
23015,GIOVANNIS BROOKLYN EATS,B,4,3,7187888001,13,8,2
23016,SAVOY BAKERY,B,4,4,7184396343,10,14,3
23017,REX,A,0,1,9176897320,0,1,1
23018,MCDONALD'S,A,4,4,7184970722,11,8,2
23019,LUNG SING,P,0,2,7184572869,0,10,5
23020,BELLA PIZZA,C,0,5,7187775533,0,16,3
23021,EL GAUCHITO RESTAURANT,A,3,2,7182718198,12,8,4
23022,HIGHWAY DELI AND COFFEE SHOP,C,4,1,7185398728,13,2,2
23024,MCDONALD'S,B,3,1,2128691918,9,2,2
23025,ASIA DOG,C,1,6,2122268861,5,13,2
23026,WEST ELM MARKET,B,1,1,7185223498,2,2,2
23027,RESTAURANT ASSOCIATES AT AIG,A,1,1,2127700120,1,1,1
23028,JERUSALEM RESTAURANT,B,3,1,2128652295,7,2,2
23029,MELTING POT CUISINE,A,6,1,7186062670,26,3,3
23030,ZAYTOONS RESTAURANT,C,2,7,7186235522,5,25,3
23031,IMPULSE CAFE,B,5,4,7182060873,20,18,4
23032,OLEANDR RESTAURANT,B,2,3,7186485484,7,9,3
23033,SING GARDEN RESTAURANT,A,0,2,7188243267,0,5,2
23034,RESIDENCE INN TIMES SQUARE,A,1,1,2127680007,2,2,2
23035,GOOD TASTE CHINESE RESTAURANT,C,1,1,2129966931,2,3,3
23036,ENERGY FUEL,B,4,4,7184563835,10,15,3
23037,LINCOLN FRIED CHICKEN,B,2,1,2126625489,7,2,2
23038,THE DARBY,C,5,0,2122424411,9,0,0
23039,XIANG XIN CHINESE RESTAURANT,A,1,4,7184438616,3,9,2
23040,SUBWAY,A,1,1,2125709700,1,2,2
23041,STARBUCKS COFFEE,A,1,1,2127150752,3,1,1
23042,PAULINE AND SHARON'S,B,3,0,7187887333,7,0,0
23044,RIB SHACK,P,4,2,7186597000,24,9,4
23046,NANKING,C,2,4,2125863100,5,14,3
23047,KNAPP ST. BAGEL CAFE,A,3,1,7189431525,6,1,1
23048,PAPA JOHN'S,C,1,4,7184817272,3,14,3
23049,ATHLETIC & SWIM CLUB,C,1,1,2122653490,2,2,2
23050,COLUMBUS CITIZENS FOUNDATION,B,1,5,2122499923,4,13,2
23051,CLEM'S,A,4,3,7183879617,6,6,2
23052,"CALIENTITO DELI, RESTAURANT & LOUNGE BAR",P,0,0,3479049129,0,0,0
23053,KING WAH RESTAURANT,P,1,2,7184185858,3,9,4
23054,THE CORE CLUB,B,1,3,2124866600,3,9,3
23055,BERMAY LUNCHEONETTE,C,5,1,7184426038,13,3,3
23058,TOKYO HIBACHI STEAK HOUSE & SUSHI,B,4,2,7184632999,10,5,2
23060,JUST FISH,A,0,2,3477430434,0,4,2
23061,DUNKIN DONUTS,A,0,1,7186343047,0,2,2
23062,DOMINO'S PIZZA,A,1,1,7185453030,2,1,1
23063,BILL'S BAR,B,1,4,7184449644,2,15,3
23064,TERRACE ON THE PARK,C,5,4,7185925000,15,18,4
23065,BAKE AND THINGS RESTAURANT,B,2,1,7188261807,7,2,2
23066,NATHAN'S,A,0,1,7187201024,0,2,2
23068,MASAKARI JAPANESE FUSION,B,4,2,7183323899,12,7,3
23069,SMALLS JAZZ CLUB,C,1,3,6468230596,2,9,3
23070,SIDETRACKS RESTAURANT,A,0,1,7187863570,0,2,2
23071,BLACK IRIS MIDDLE EASTERN CUISINE,C,1,4,7188525556,2,16,4
23072,CALIFORNIA SPORTS BAR,A,3,1,7182050265,8,5,5
23073,GOOKIES KITCHEN,B,5,1,7189788888,19,4,4
23074,NEIL'S COFEE SHOP,C,4,4,2126287474,8,15,3
23075,KOREAN LOUNGE,A,2,2,7187512030,8,7,3
23076,LUCKY FAMILY RESTAURANT,B,1,1,7188579998,2,2,2
23077,EVO COCKTAIL LOUNGE & RESTAURANT,A,1,3,7188229274,3,5,1
23079,KENNEDY DELI,B,2,4,7183412575,8,16,4
23080,HAND PULL NOODLE & DUMPLING HOUSE,A,2,1,7182326191,6,2,2
23081,SYBIL'S,P,1,2,7184699049,2,5,2
23082,VILLA MARIA PIZZERIA,A,3,3,7188827446,6,10,3
23083,JOUVAY NIGHT CLUB,A,1,2,7186589600,3,5,2
23084,BOSNA EXPRESS,B,2,1,7184977577,4,3,3
23085,ARTHUR TREACHERS,A,0,4,7183701466,0,16,4
23086,DIZZY'S CLUB COCA-COLA (ENTRANCE at 20 W60 St-Stage Door),B,1,4,2122589585,3,8,2
23087,CAFFE ROMA,A,1,3,2122268413,3,11,3
23088,DUNKIN DONUTS,C,3,3,7182573300,6,7,2
23089,MORGAN STANLEY CONFERENCE CENTER,A,1,1,2122966699,2,3,3
23090,SWEET SWEET SUE'S,A,1,2,7189662253,2,5,2
23092,ASURA ASIAN BISTRO,A,0,1,3474034632,0,3,3
23093,SAL AND CARMINE PIZZA,C,1,1,2126637651,1,1,1
23094,CARVEL ICE CREAM,A,1,1,7189796006,1,1,1
23095,LIMA'S TASTE,B,4,2,2122420010,13,7,3
23096,STARBUCKS COFFEE,A,1,2,2123912079,2,5,2
23097,MUD PARK,A,0,1,2125298766,0,1,1
23098,POMME ROUGE,B,2,3,7186466879,9,8,2
23099,COLOMBIAN BURGER,A,1,1,7184240763,1,2,2
23100,HOLEY CREAM,B,1,1,2122478400,3,2,2
23101,CAFE VOLNA,C,5,3,7183320341,23,21,7
23102,KENNEDY CHICKEN &SANDWICHES,A,4,1,3472967009,6,3,3
23103,ALPHA KOREAN GASTROPUB,B,4,3,7182245815,7,10,3
23104,INSIDE PARK AT ST. BART'S,A,1,3,2125933333,2,12,4
23105,NEW CHOY HING RESTAURANT,A,0,0,7185748755,0,0,0
